"","NEPA_DOC_NBR","numact","H","projarea","footprint","E"
"1","10031",4,0.826872576976921,8862068.60163826,4093373.03719217,0.0516882882715286
"2","10045",9,1.88469908552863,9072180.86597653,1425515.79927947,0.117641323498383
"3","1006",9,1.45571151355163,58778326.6434675,20216172.2714801,0.0813733816211206
"4","10083",10,2.10757979351342,10093940.8941462,3890339.07280392,0.130682800478542
"5","10130",8,1.71269314016228,64874160.574274,23915739.9406182,0.0952133062308231
"6","10212",10,1.73650794257965,5120471.05666317,1652401.21642515,0.112404379396023
"7","10348",13,1.92926893042681,104094591.106803,34688955.5879498,0.104506187457718
"8","10457",8,2.0304193761972,5660943.46108555,1449270.1337405,0.130581141623935
"9","10501",4,1.38629436111989,9775370.22998806,2404478.02657203,0.0861299738978043
"10","10523",2,0.191075315694006,2960736.04996253,961924.021886141,0.0128230304396517
"11","10975",1,0,8657759.28272097,4328879.64136048,0
"12","11046",1,0,18256631.5517227,11810481.496939,0
"13","11078",5,1.20932728026918,3020112.2409233,981745.75360268,0.081049736684749
"14","11231",15,2.16505428728493,21277835.3301056,9298897.12709991,0.128313378814467
"15","11350",5,1.51123828001768,3023295.20107244,1889472.20261344,0.101276817407732
"16","1137",5,1.55726949009994,1266881.22694114,378945.190548673,0.11082136887357
"17","11802",9,2.06533434404393,20609207.0307884,7953475.25882172,0.122635465348417
"18","12014",2,0.000286629048440491,46901479.2811056,46900321.281939,1.62271394954527e-05
"19","12047",4,1.36228655956987,684986.86014236,319215.724643641,0.101382068315901
"20","12180",11,1.99611021658091,52964084.5367099,5420124.1762439,0.112234817715503
"21","12186",1,0,678835.163737543,343999.282655191,0
"22","12246",4,1.29424631779141,20382436.7778474,3036758.26283391,0.076900306412862
"23","12512",41,3.07435409229921,129905059.464991,14145078.8943766,0.164559594789529
"24","12543",1,0,1963345.21930561,1963345.21930561,0
"25","12727",19,2.59349326619419,19372875.3405257,3190242.60633854,0.154564267315122
"26","12878",11,1.95262699188854,5513582.87991365,2416150.25443186,0.125791506593299
"27","12964",27,2.82280662449329,71608689.1293466,10427633.1947841,0.156070616172813
"28","13008",3,1.09576610720291,12554388.0053494,4404919.42981561,0.0670374531393329
"29","13024",21,2.04666690219048,349777973.705311,88969822.4596095,0.104035315269545
"30","13072",5,0.643212167617984,3574383.52161971,3445172.52464657,0.0426270289475228
"31","13073",9,1.85699448558782,27056462.6663044,10624709.7457893,0.108510905508735
"32","13166",5,0.607078321041702,14673479.2338526,7570378.46301223,0.0367891644631237
"33","13167",2,0.487928858597468,32724180.4977763,32689488.5236946,0.028198071991593
"34","13187",10,1.74564545420717,5955475.87865751,1034176.53163732,0.111901628821865
"35","13224",15,2.62400132939752,13679149.3013,937524.63868189,0.159694487327102
"36","13364",8,1.5201228895619,85623244.2500668,46675374.6814559,0.0832238705146614
"37","13406",1,0,17540.5952666746,17540.5952666746,0
"38","13428",9,2.02890109499544,8953732.22286866,1810851.06083007,0.126746264381969
"39","13494",22,2.06804243063285,41359632.9843844,12062236.4030606,0.117919040815687
"40","13618",10,1.9787440166435,4085058.50215607,1059130.59168392,0.129985151113808
"41","13648",3,1.09645344930607,84762.8359701296,70454.0274171523,0.0966241535073647
"42","13727",12,1.59974554908052,28215622.7546935,12442053.4066904,0.0932503362828063
"43","13753",8,1.85149395834968,2312413.59920475,1178805.89114154,0.126349046458011
"44","13849",13,2.16853060941279,76570482.6276934,22789339.6743078,0.119453772818135
"45","13906",5,1.42607931192122,553939.825142053,193179.553962705,0.1078336223599
"46","14032",1,0,46214.7268677157,46214.7268677157,0
"47","14071",24,2.77137166910123,13739225.8360408,1966355.82699735,0.168618350584832
